,session,scan_idx,unit_id,pt_root_id,n_pre,n_post,pt_x,pt_y,pt_z,horizontal_dist,Vertical_dist,soma_dist,pref_ori,pref_dir,gOSI,gDSI,cc_abs,cc_max,cc_norm,OSI,DSI,readout_loc_x,readout_loc_y,pt_position,classification_system,cell_type,status_dendrite,status_axon,strategy_dendrite,strategy_axon
10,5,7,5079,864691135640398651,1,2,914.432,586.624,871.4,92.68406689393814,146.112,173.02905189591718,126.95026,126.95026,0.486596,0.0757506,0.237004,0.802582,0.2953019,0.74869466,0.11066039,-0.13382214,0.06547952,[228608 146656  21785],excitatory_neuron,L3b,True,True,dendrite_extended,axon_partially_extended
11,5,7,5321,864691135346805663,1,5,847.936,592.832,952.2,89.73650316342842,139.904,166.21001539016834,32.48598,212.48598,0.254964,0.0203923,0.508397,0.716685,0.709373,0.4802879,0.045944422,-0.08883947,0.008554578,[211984 148208  23805],excitatory_neuron,L4b,True,True,dendrite_extended,axon_partially_extended
12,5,7,6926,864691136040977662,2,0,717.888,751.04,858.72,242.1056008934944,-18.304,242.79653704284993,93.550674,273.5507,0.539804,0.0974711,0.751796,0.86868,0.86544645,0.7909178,0.22979325,-0.19088376,-0.08562648,[179472 187760  21468],excitatory_neuron,L5a,True,True,dendrite_extended,axon_fully_extended
13,6,2,4341,864691136298111003,1,9,1032.832,558.016,977.52,96.99205047837683,174.72,199.83627362418466,14.766116,194.76611,0.102103,0.032691,0.24082,0.768877,0.31321004,0.2022375,0.014863064,-0.12631035,-0.16844773,[258208 139504  24438],excitatory_neuron,L3b,True,True,dendrite_extended,axon_partially_extended
14,6,2,4355,864691136991606421,3,0,962.176,581.248,745.24,217.43735097724127,151.488,265.0049353200804,87.10261,267.1026,0.254845,0.0934157,0.427508,0.255641,1.6722983,0.47417578,0.22820264,-0.056978166,-0.060058475,[240544 145312  18631],excitatory_neuron,L3b,True,True,dendrite_extended,axon_partially_extended
15,6,4,4202,864691135698922005,1,1,949.248,565.952,877.24,84.85734513876804,166.784,187.13009293002554,179.76593,359.76593,0.13836,0.143333,0.484953,0.730643,0.66373456,0.25978324,0.37377843,-0.09670955,0.017017722,[237312 141488  21931],excitatory_neuron,L3b,True,True,dendrite_extended,axon_partially_extended
16,6,4,4261,864691136086088556,1,3,864.96,571.072,912.0,87.43859065652877,161.664,183.7954189635857,146.26738,326.26736,0.301246,0.137187,0.418849,0.627674,0.6673034,0.541909,0.34962767,-0.15306258,-0.008958697,[216240 142768  22800],excitatory_neuron,L3b,True,True,dendrite_extended,axon_partially_extended
17,6,4,4444,864691135119709149,1,0,637.184,604.224,819.92,331.6482224044024,128.512,355.67664748757403,36.997032,36.997032,0.185487,0.153279,0.585005,0.890881,0.65665895,0.35414338,0.058453955,-0.18651283,-0.1361183,[159296 151056  20498],excitatory_neuron,L3b,True,True,dendrite_extended,axon_partially_extended
18,6,4,4588,864691136107486169,1,2,996.8,560.32,891.36,91.83391234179234,172.416,195.34775276926018,57.746124,57.746124,0.256146,0.0806723,0.205199,0.829443,0.24739373,0.45298684,0.23143671,-0.046092033,-0.0032399893,[249200 140080  22284],excitatory_neuron,L3b,True,True,dendrite_extended,axon_partially_extended
19,6,4,7480,864691135646493679,1,0,738.176,727.168,893.44,210.270686497191,5.568,210.34439432511624,96.56115,96.56115,0.438868,0.0356379,0.681983,0.915858,0.7446384,0.6973656,0.059252318,-0.21346426,0.017502666,[184544 181792  22336],inhibitory_neuron,DTC,True,True,dendrite_extended,axon_fully_extended
20,6,6,4009,864691136674190983,1,0,796.16,573.504,885.32,160.18939270750732,159.232,225.86604738207114,11.64407,191.64407,0.249624,0.0322692,0.496246,0.650386,0.7630023,0.4657907,0.03417412,-0.07425004,0.01887536,[199040 143376  22133],excitatory_neuron,L3b,True,True,dendrite_extended,axon_partially_extended
21,6,6,6647,864691134919019786,2,0,740.16,717.12,847.36,227.59552178371175,15.616,228.13062265290034,99.71643,99.71643,0.699637,0.0194639,0.566755,0.831564,0.68155307,0.91254854,0.06520561,-0.15838826,-0.044501364,[185040 179280  21184],excitatory_neuron,L4c,True,True,dendrite_extended,axon_partially_extended
22,6,6,6968,864691135566175255,1,0,768.896,708.992,888.52,183.3570854916711,23.744,184.88806975032216,40.674694,220.6747,0.378393,0.041342,0.749049,0.684657,1.09405,0.6669408,0.08697203,-0.13525754,0.024406195,[192224 177248  22213],excitatory_neuron,L4c,True,True,dendrite_clean,axon_partially_extended
23,6,6,7151,864691135164283693,2,0,758.912,704.512,881.28,195.4121746872492,28.224,197.43989513773553,124.173706,124.173706,0.247821,0.0231979,0.530995,0.822027,0.6459581,0.4700865,0.04311598,-0.10100502,-0.023719072,[189728 176128  22032],excitatory_neuron,L4c,True,True,dendrite_extended,axon_partially_extended
24,6,7,6378,864691135773208651,1,1,872.576,694.016,837.76,139.37589461596292,38.72,144.65434110319677,82.10657,82.10657,0.185251,0.0419745,0.357825,0.644987,0.55477864,0.3498139,0.06430556,-0.09869087,-0.09700054,[218144 173504  20944],excitatory_neuron,L4c,True,True,dendrite_extended,axon_partially_extended
25,6,7,6382,864691137055405174,1,4,887.936,682.24,937.44,54.726213097564134,50.496,74.46344348739186,101.323006,101.323006,0.0202197,0.0230026,0.295559,0.553108,0.53436035,0.039430838,0.08098496,-0.09578866,-0.04147458,[221984 170560  23436],excitatory_neuron,L4b,True,True,dendrite_extended,axon_partially_extended
26,6,7,6888,864691135954393891,1,0,714.432,699.008,897.88,231.6186526512923,33.728,234.0614838883151,167.38144,347.38144,0.171467,0.0834286,0.63186,0.87649,0.72089815,0.3344297,0.2435327,-0.14541239,-0.003903687,[178608 174752  22447],excitatory_neuron,L4c,True,True,dendrite_extended,axon_partially_extended
27,6,7,6908,864691135280028065,1,0,680.704,712.32,893.68,265.2597966975018,20.416,266.0443060845317,91.30942,91.30942,0.342911,0.0846412,0.695706,0.880964,0.7897099,0.589977,0.23411638,-0.15543872,0.012790918,[170176 178080  22342],excitatory_neuron,L4c,True,True,dendrite_extended,axon_partially_extended
28,6,7,7087,864691136196240342,2,0,716.864,699.392,948.04,220.74701335238944,33.344,223.2511281942378,97.47257,277.47256,0.307176,0.114843,0.313886,0.519652,0.60403115,0.55937797,0.2631143,-0.1763683,0.005443692,[179216 174848  23701],inhibitory_neuron,ITC,True,True,dendrite_extended,axon_partially_extended
29,7,3,4492,864691135014099446,1,0,1066.112,621.632,728.0,266.48654077832896,111.104,288.71989060679556,48.02116,228.02116,0.122381,0.0871562,0.531248,0.66209,0.8023803,0.23455267,0.24243025,0.0032109022,-0.11994338,[266528 155408  18200],excitatory_neuron,L4a,True,True,dendrite_extended,axon_partially_extended
30,7,3,4671,864691135339729894,1,1,924.224,630.336,896.16,66.36413537446262,102.4,122.0244174909268,69.38733,249.38733,0.17971,0.0316832,0.798228,0.760439,1.0496937,0.33841637,0.12622786,-0.11836374,-0.060331523,[231056 157584  22404],excitatory_neuron,L4b,True,True,dendrite_extended,axon_partially_extended
31,7,3,5367,864691136196338764,2,14,888.96,641.28,973.68,49.83367471900903,91.456,104.15178861642272,113.08296,113.08296,0.135209,0.0919139,0.371424,0.615627,0.6033264,0.28135404,0.12669562,-0.12853616,0.0826056,[222240 160320  24342],excitatory_neuron,L4b,True,True,dendrite_extended,axon_partially_extended
32,7,3,5417,864691135396115445,1,12,900.864,644.416,984.76,43.297324443896066,88.32,98.36198810516183,109.44411,109.44411,0.358764,0.0422418,0.0449692,0.45723,0.098351374,0.6309021,0.102357216,-0.14967233,0.004989743,[225216 161104  24619],excitatory_neuron,L4a,True,True,dendrite_extended,axon_partially_extended
33,7,5,6903,864691135113733529,2,2,1101.632,640.448,953.08,164.61836670311123,92.288,188.72276386276243,90.550095,270.5501,0.327633,0.0479561,0.52087,0.823834,0.63225114,0.56860906,0.01880618,-0.045576036,-0.0320493,[275408 160112  23827],excitatory_neuron,L4a,True,True,dendrite_extended,axon_interareal
34,8,5,7683,864691136905203378,1,0,984.064,655.488,727.76,238.13367150405253,77.248,250.3495536405048,41.89223,221.89223,0.0370493,0.11787,0.570452,0.712314,0.8008435,0.07218018,0.3634894,-0.0418247,-0.035668552,[246016 163872  18194],excitatory_neuron,L4b,True,True,dendrite_extended,axon_partially_extended
35,8,5,7859,864691135582973549,2,1,834.24,660.736,882.04,129.91034052761157,72.0,148.52843692707467,18.10621,18.10621,0.253881,0.0603766,0.591796,0.691398,0.8559412,0.4679905,0.11443149,-0.11717433,-0.048736155,[208560 165184  22051],excitatory_neuron,L4b,True,True,dendrite_extended,axon_partially_extended
36,8,5,7919,864691137055326070,1,0,764.352,673.6,853.96,203.44768589492486,59.136,211.86794800535546,92.39216,272.39215,0.611982,0.043152,0.660178,0.825458,0.7997718,0.85463995,0.09852754,-0.14953578,-0.026025712,[191088 168400  21349],excitatory_neuron,L4c,True,True,dendrite_clean,axon_partially_extended
37,8,5,8622,864691135134114976,1,8,1009.28,647.168,929.08,78.9144200764347,85.568,116.40175393867567,49.82655,229.82655,0.16644,0.0989823,0.492034,0.824672,0.5966421,0.34642136,0.27654466,-0.027671754,0.026302576,[252320 161792  23227],excitatory_neuron,L4b,True,True,dendrite_extended,axon_partially_extended
38,9,3,1952,864691135763795510,4,10,880.384,613.056,952.0,57.57824089011404,119.68,132.81022635324436,93.800064,93.800064,0.134405,0.140837,0.414502,0.575897,0.7197502,0.26033413,0.36771393,-0.1059528,0.00049614906,[220096 153264  23800],excitatory_neuron,L4b,True,True,dendrite_extended,axon_partially_extended
39,9,3,1976,864691136445062787,1,1,830.016,613.184,893.8,126.64909632524031,119.552,174.16278105266923,53.570255,233.57025,0.12447,0.252658,0.377376,0.407574,0.9259079,0.2435497,0.59555334,-0.03324616,0.008416772,[207504 153296  22345],excitatory_neuron,L4b,True,True,dendrite_extended,axon_partially_extended
40,9,3,2036,864691135280682401,1,0,754.368,630.4,877.04,201.30333108023822,102.336,225.8222486824538,9.730391,189.7304,0.394114,0.0863073,0.571778,0.696911,0.82044625,0.6519195,0.22834153,-0.12728071,-0.054349244,[188592 157600  21926],excitatory_neuron,L4a,True,True,dendrite_clean,axon_partially_extended
41,9,3,4753,864691136101516661,1,7,925.504,623.232,946.44,18.87355144110403,109.504,111.11857162508885,84.956314,264.9563,0.207616,0.136977,0.267626,0.0905137,2.9567459,0.38589185,0.36145642,0.0009884834,0.05035889,[231376 155808  23661],excitatory_neuron,L4b,True,True,dendrite_extended,axon_partially_extended
42,9,3,4806,864691135750649129,2,0,857.984,620.096,855.96,131.76337967735952,112.64,173.3475059641759,76.37756,76.37756,0.220569,0.0689231,0.100053,0.348051,0.2874665,0.42226213,0.060103435,-0.11429143,-0.083916724,[214496 155024  21399],excitatory_neuron,L4b,True,True,dendrite_extended,axon_partially_extended
43,9,3,5393,864691135374981320,2,1,816.576,625.152,957.16,120.708972326004,107.584,161.69407242072913,3.896534,183.89653,0.130648,0.0842201,0.669828,0.490081,1.36677,0.29197687,0.2765721,-0.02977556,0.0068963766,[204144 156288  23929],excitatory_neuron,L4b,True,True,dendrite_extended,axon_partially_extended
44,9,3,5641,864691136523335057,1,0,840.128,623.104,874.16,130.41858051673466,109.632,170.37658749957401,1.3409562,1.3409562,0.397184,0.0394359,0.358631,0.673696,0.53233355,0.6695113,0.108584374,-0.08642435,0.0010793209,[210032 155776  21854],excitatory_neuron,L4a,True,True,dendrite_extended,axon_partially_extended
45,9,3,5707,864691136380266965,3,2,1001.664,598.848,982.04,67.72137553239745,133.888,150.0405986658278,7.979431,187.97943,0.112229,0.044137,0.30321,0.437356,0.6932796,0.2181123,0.16577688,-0.09354895,0.0053635836,[250416 149712  24551],excitatory_neuron,L4b,True,True,dendrite_extended,axon_partially_extended
46,9,3,5730,864691135375590217,2,9,904.192,618.88,944.68,36.943445643307285,113.856,119.69965293182766,90.74219,90.74219,0.0426037,0.0700554,0.174972,0.690139,0.25353155,0.13682647,0.009579679,-0.03853637,-0.05206287,[226048 154720  23617],excitatory_neuron,L4b,True,True,dendrite_extended,axon_partially_extended
47,9,3,7456,864691135430004016,2,0,1148.096,623.744,826.76,250.11046519488144,108.992,272.8268697617594,23.880156,203.88016,0.149677,0.184954,0.356536,0.220202,1.6191316,0.28757352,0.4984342,0.0247581,0.018531442,[287024 155936  20669],excitatory_neuron,L4a,True,True,dendrite_extended,axon_partially_extended
48,9,3,7686,864691136953677535,10,6,900.224,627.776,953.44,37.80539728663091,104.96,111.56096837155904,49.796185,229.79619,0.142824,0.2099,0.151175,0.715414,0.2113112,0.2817507,0.53437185,-0.0269652,-0.071795166,[225056 156944  23836],excitatory_neuron,L4b,True,True,dendrite_extended,axon_partially_extended
49,9,3,7793,864691135479830982,3,0,749.12,650.176,881.68,204.23001448366986,82.56,220.28629647801517,5.204024,185.20403,0.251066,0.0926577,0.431071,0.626086,0.6885172,0.46173117,0.27363822,-0.12044138,-0.010705173,[187280 162544  22042],excitatory_neuron,L4a,True,True,dendrite_extended,axon_fully_extended
50,9,3,8185,864691135430486576,3,7,905.728,626.432,940.36,37.78185469243139,106.304,112.81847791917775,4.790348,184.79034,0.399882,0.0356771,0.325814,0.7023,0.46392426,0.662914,0.11210747,-0.056792438,0.02648127,[226432 156608  23509],excitatory_neuron,L4b,True,True,dendrite_extended,axon_partially_extended
51,9,3,8608,864691136091074615,1,8,848.512,629.056,951.28,89.26142064744433,103.68,136.810612219959,9.178059,189.17805,0.222302,0.17648,0.393462,0.150392,2.616243,0.4251889,0.44166368,-0.060232043,0.09415901,[212128 157264  23782],excitatory_neuron,L4a,True,True,dendrite_extended,axon_partially_extended
