,session,scan_idx,unit_id,pt_root_id,n_pre,n_post,pt_x,pt_y,pt_z,horizontal_dist,Vertical_dist,soma_dist,pref_ori,pref_dir,gOSI,gDSI,cc_abs,cc_max,cc_norm,OSI,DSI,readout_loc_x,readout_loc_y,pt_position,classification_system,cell_type,status_dendrite,status_axon,strategy_dendrite,strategy_axon
0,4,7,3121,864691135562798817,1,0,732.416,535.04,889.92,39.056786554963786,262.912,265.7972014901586,49.75092,229.75092,0.114359,0.210832,0.636234,0.896858,0.7094033,0.19923772,0.52041715,-0.18874621,-0.03286916,[183104 133760  22248],excitatory_neuron,L3b,True,True,dendrite_extended,axon_fully_extended
1,4,7,3151,864691135688874976,2,2,720.64,550.656,866.76,33.25957161479985,247.296,249.52256555269705,0.45542583,0.45542583,0.128065,0.18103,0.257203,0.74167,0.346789,0.24632943,0.49662322,-0.18639463,0.026432395,[180160 137664  21669],excitatory_neuron,L3b,True,True,dendrite_clean,axon_partially_extended
2,4,7,3927,864691135782702387,1,0,770.24,531.136,920.36,66.61159586738634,266.816,275.0052409682404,82.48113,262.48114,0.265154,0.0985001,0.611852,0.854095,0.71637464,0.4703519,0.30958998,-0.15556651,-0.008467674,[192560 132784  23009],excitatory_neuron,L2c,True,True,dendrite_clean,axon_interareal
3,4,7,5933,864691135725922731,2,13,769.6,680.64,837.56,25.533915955058674,117.312,120.0586781869599,97.59691,277.5969,0.287431,0.0174269,0.442213,0.866166,0.5105407,0.54028416,0.055583555,-0.17535293,-0.035150886,[192400 170160  20939],excitatory_neuron,L4c,True,True,dendrite_clean,axon_partially_extended
4,4,7,5938,864691135868466710,3,6,787.904,673.152,908.44,63.24703110818721,124.8,139.9114968256719,46.304577,226.30458,0.144385,0.0924841,0.184163,0.798899,0.23052101,0.28424427,0.21479544,-0.12781465,-0.04530227,[196976 168288  22711],excitatory_neuron,L4b,True,True,dendrite_extended,axon_partially_extended
5,4,7,5962,864691135360302680,1,6,757.248,681.408,818.16,38.414184047041786,116.544,122.7116680352769,176.33865,176.33865,0.252939,0.059494,0.723683,0.802715,0.90154415,0.48618007,0.15230025,-0.13118261,-0.048936546,[189312 170352  20454],excitatory_neuron,L4b,True,True,dendrite_clean,axon_partially_extended
6,4,7,5964,864691136363275746,2,5,756.672,673.088,831.12,25.516363377252645,124.864,127.44451065463745,38.31812,218.31812,0.0542451,0.0581147,0.335552,0.56221,0.5968446,0.11298724,0.22190219,-0.19061702,-0.055128098,[189168 168272  20778],excitatory_neuron,L4a,True,True,dendrite_clean,axon_partially_extended
7,4,7,5965,864691135517665235,1,10,761.472,676.48,846.0,13.819406644281077,121.472,122.25556340715131,104.50964,284.50964,0.531782,0.105495,0.79814,0.878632,0.9083894,0.8302325,0.24403614,-0.15929997,-0.049376667,[190368 169120  21150],excitatory_neuron,L4c,True,True,dendrite_clean,axon_partially_extended
8,4,7,5966,864691136603342033,1,3,751.36,678.592,890.28,34.05016628446915,119.36,124.1218088169843,84.14516,84.14516,0.140843,0.0276103,0.682595,0.819769,0.83266747,0.32192677,0.11026538,-0.17567879,-0.021636128,[187840 169648  22257],excitatory_neuron,L4b,True,True,dendrite_clean,axon_partially_extended
9,4,7,6004,864691135611140359,1,0,741.056,672.128,944.72,89.17802922244918,125.824,154.22191761225122,3.529841,183.52985,0.388137,0.165052,0.537014,0.853401,0.6292634,0.65136063,0.3861204,-0.16877025,-0.0020138621,[185264 168032  23618],excitatory_neuron,L4b,True,True,dendrite_extended,axon_partially_extended
10,4,7,6025,864691136488758290,1,4,685.824,685.696,841.72,67.93777906290431,112.256,131.2133810249549,93.12856,93.12856,0.364719,0.154336,0.60061,0.795302,0.7551974,0.68255466,0.3288811,-0.19818163,-0.13034332,[171456 171424  21043],excitatory_neuron,L4b,True,True,dendrite_clean,axon_partially_extended
11,4,7,6314,864691135430097712,1,4,696.896,687.424,829.76,61.309363200085514,110.528,126.39334159677875,99.94848,99.94848,0.240112,0.110246,0.752539,0.887447,0.8479819,0.4427092,0.21720815,-0.18893743,-0.13076234,[174224 171856  20744],excitatory_neuron,L4a,True,True,dendrite_clean,axon_partially_extended
12,4,7,6399,864691135941112998,1,9,755.904,673.984,863.16,7.85272844303176,123.968,124.21646576843185,122.93726,122.93726,0.23445,0.0175815,0.783714,0.846905,0.92538595,0.42805246,0.04095715,-0.22026873,-0.103536725,[188976 168496  21579],excitatory_neuron,L4a,True,True,dendrite_clean,axon_partially_extended
13,4,7,6474,864691136267846388,1,3,673.6,683.2,881.56,82.56999978200315,114.752,141.37123599940688,7.38642,187.38641,0.265451,0.200188,0.17064,0.644224,0.2648768,0.49325234,0.47768182,-0.21442252,-0.095585406,[168400 170800  22039],excitatory_neuron,L4b,True,True,dendrite_clean,axon_partially_extended
14,4,7,6480,864691135990703104,2,4,739.072,668.352,868.6,18.025093619729137,129.6,130.8474837358365,112.598236,112.598236,0.394485,0.138805,0.719039,0.841655,0.8543156,0.6513289,0.34320688,-0.1629796,-0.06425583,[184768 167088  21715],excitatory_neuron,L4c,True,True,dendrite_clean,axon_partially_extended
15,4,7,6489,864691135727799359,2,0,684.16,672.384,901.04,81.45792180015397,125.568,149.67536753921803,62.98395,242.98395,0.232872,0.0309465,0.695685,0.861794,0.8072521,0.4247891,0.0057497895,-0.19556081,-0.09886265,[171040 168096  22526],excitatory_neuron,L4b,True,True,dendrite_clean,axon_partially_extended
16,4,7,6492,864691135430286384,5,3,708.032,688.704,820.4,56.87364240137957,109.248,123.16548503537832,44.818325,224.81833,0.140127,0.156297,0.241814,0.432111,0.55961084,0.2733083,0.39928618,-0.16642112,-0.06187576,[177008 172176  20510],excitatory_neuron,L4c,True,True,dendrite_clean,axon_partially_extended
17,4,7,6542,864691136067382936,2,0,734.208,679.168,809.64,49.94981737704354,118.784,128.8589263962726,117.49057,297.49057,0.314166,0.149182,0.463309,0.67484,0.68654644,0.5500164,0.33016348,-0.17114663,-0.15158987,[183552 169792  20241],excitatory_neuron,L4b,True,True,dendrite_clean,axon_partially_extended
18,4,7,6584,864691135742935403,2,5,729.344,678.4,865.32,24.58612421672029,119.552,122.05391516866635,101.15742,101.15742,0.287328,0.11965,0.464325,0.721773,0.6433117,0.51348275,0.33581835,-0.183523,-0.13819468,[182336 169600  21633],excitatory_neuron,L4b,True,True,dendrite_clean,axon_partially_extended
19,4,7,6671,864691135927935444,3,4,770.56,676.032,859.72,18.69475391654033,121.92,123.3449643236399,88.9292,268.9292,0.650824,0.087226,0.597515,0.806617,0.7407667,0.8795607,0.21336883,-0.1543209,-0.05974859,[192640 169008  21493],excitatory_neuron,L4c,True,True,dendrite_clean,axon_partially_extended
20,5,6,4649,864691134919869706,1,4,792.512,621.568,792.04,75.81122871976156,176.384,191.98608766262205,65.65294,65.65294,0.492155,0.0475611,0.207577,0.528992,0.392401,0.7436387,0.10854146,-0.13111997,-0.066838324,[198128 155392  19801],excitatory_neuron,L4b,True,True,dendrite_extended,axon_partially_extended
21,5,6,4685,864691136975088156,2,2,763.648,620.16,886.24,32.112924750013036,177.792,180.6688550912968,96.178986,96.178986,0.289134,0.154749,0.213817,0.567345,0.376873,0.5248764,0.38876492,-0.12374687,0.021350622,[190912 155040  22156],excitatory_neuron,L4a,True,True,dendrite_clean,axon_partially_extended
22,5,6,4717,864691136118686884,1,0,748.352,619.648,835.44,21.15149167316575,178.304,179.55417571306995,95.641556,95.641556,0.528924,0.0753693,0.538013,0.790699,0.6804271,0.7767271,0.1956841,-0.119280756,-0.0303666,[187088 154912  20886],excitatory_neuron,L4a,True,True,dendrite_clean,axon_partially_extended
23,5,6,4749,864691135990701056,1,4,713.664,626.56,838.72,42.32442774568842,171.392,176.5405756419753,101.90226,101.90226,0.318966,0.0670658,0.552564,0.761333,0.7257849,0.56080467,0.08517203,-0.10876989,-0.08522159,[178416 156640  20968],excitatory_neuron,L4b,True,True,dendrite_clean,axon_partially_extended
24,5,6,4780,864691135662059248,1,2,660.608,627.968,838.08,93.36709621702926,169.984,193.93806978517654,171.92343,171.92343,0.511197,0.112645,0.786636,0.721746,1.0899069,0.781983,0.29047397,-0.21189713,-0.038708746,[165152 156992  20952],excitatory_neuron,L4a,True,True,dendrite_extended,axon_partially_extended
25,5,6,4843,864691135430749232,1,0,606.784,631.744,884.72,148.17083675271596,166.208,222.66498630902882,98.764175,98.764175,0.0358111,0.0466938,0.755318,0.823269,0.917462,0.11075054,0.10198951,-0.22276068,-0.04097998,[151696 157936  22118],excitatory_neuron,L4b,True,True,dendrite_extended,axon_partially_extended
26,5,6,4956,864691136523216017,1,0,741.248,624.32,746.52,110.26445273069649,173.632,205.68500421761425,103.44108,283.44107,0.389523,0.0994126,0.283333,0.516961,0.54807425,0.6977879,0.20503573,-0.15392703,-0.15706635,[185312 156080  18663],excitatory_neuron,L4a,True,True,dendrite_extended,axon_partially_extended
27,5,6,5161,864691136034181307,1,1,723.328,621.696,860.88,29.234570220887463,176.256,178.66403564231948,90.480194,270.4802,0.597902,0.0618051,0.792248,0.83691,0.94663465,0.83935654,0.09773597,-0.18338436,-0.029027998,[180832 155424  21522],excitatory_neuron,L4b,True,True,dendrite_clean,axon_partially_extended
28,5,6,5269,864691135476495936,1,4,733.888,620.736,822.88,38.051623040285676,177.216,181.25517005591868,66.15986,246.15985,0.0780382,0.0924506,0.735057,0.818662,0.897876,0.15168558,0.31050175,-0.107976556,-0.051107764,[183472 155184  20572],excitatory_neuron,L4a,True,True,dendrite_extended,axon_fully_extended
29,5,6,7206,864691136195652328,1,0,694.592,774.08,809.8,73.98941545923985,23.872,77.74513479311744,3.2539992,3.2539992,0.363226,0.0201036,0.525759,0.701903,0.74904794,0.6099256,0.029293057,-0.16309214,-0.006769061,[173648 193520  20245],excitatory_neuron,L4b,True,True,dendrite_extended,axon_partially_extended
30,5,6,8835,864691135809509917,1,0,725.888,893.312,903.88,54.41939007375956,-95.36,109.79526226572803,104.72278,284.72278,0.0817706,0.0680777,0.159407,0.327595,0.48659778,0.19995224,0.34740177,-0.14647591,-0.08549374,[181472 223328  22597],excitatory_neuron,L6short-a,True,True,dendrite_extended,axon_partially_extended
31,5,6,8848,864691135474179378,1,0,696.128,902.592,893.88,67.52734035929447,-104.64,124.53702781100888,110.79212,290.7921,0.496764,0.131486,0.758249,0.867705,0.87385577,0.7417493,0.3449638,-0.22028393,-0.031998932,[174032 225648  22347],inhibitory_neuron,DTC,True,True,dendrite_extended,axon_fully_extended
32,5,6,8997,864691136424990255,1,0,700.48,897.792,878.44,56.27584689722582,-99.84,114.60801256456723,166.67557,346.67557,0.0285383,0.3107,0.538126,0.615129,0.87481815,0.089047566,0.7080247,-0.25561106,-0.05756563,[175120 224448  21961],excitatory_neuron,L6short-a,True,True,dendrite_extended,axon_partially_extended
33,5,7,4553,864691136489055762,1,0,832.384,595.584,722.88,155.61377337498118,202.368,255.28112716767762,2.6933255,2.6933255,0.230216,0.0859445,0.534405,0.671765,0.7955237,0.43968615,0.13239251,-0.1313417,-0.011157572,[208096 148896  18072],excitatory_neuron,L4b,True,True,dendrite_extended,axon_partially_extended
34,5,7,4620,864691135941435393,1,0,759.488,612.736,820.56,36.41831978551454,185.216,188.76244507846366,93.89861,93.89861,0.131678,0.0855475,0.75114,0.791826,0.9486175,0.26347247,0.23728772,-0.1570561,-0.061917067,[189872 153184  20514],excitatory_neuron,L4b,True,True,dendrite_clean,axon_partially_extended
35,5,7,4656,864691135335937513,2,3,747.456,607.616,863.8,8.920947034928522,190.336,190.54494533311558,23.687641,203.68764,0.172758,0.120201,0.782039,0.877722,0.8909871,0.3359707,0.015313523,-0.14760268,-0.0834232,[186864 151904  21595],excitatory_neuron,L3b,True,True,dendrite_clean,axon_partially_extended
36,5,7,5061,864691135866576604,1,6,725.184,603.776,891.36,44.304023113031164,194.176,199.16617544151416,21.999708,201.99971,0.0963677,0.18009,0.698504,0.767522,0.91007686,0.18716921,0.47381136,-0.17313468,0.03932035,[181296 150944  22284],excitatory_neuron,L3b,True,True,dendrite_clean,axon_partially_extended
37,5,7,5226,864691135782265936,1,6,721.472,610.688,852.84,30.907578358713256,187.264,189.79748179572877,119.13324,299.13324,0.388661,0.0966696,0.565934,0.713063,0.7936662,0.66767865,0.15961252,-0.13198334,-0.041568696,[180368 152672  21321],excitatory_neuron,L3b,True,True,dendrite_extended,axon_partially_extended
38,5,7,6924,864691135763975990,2,10,718.016,746.368,831.32,42.29663551631501,51.584,66.70767895827287,96.027725,96.027725,0.393797,0.064561,0.431683,0.5997,0.7198316,0.6557223,0.18820229,-0.16387814,-0.014977396,[179504 186592  20783],inhibitory_neuron,DTC,True,True,dendrite_extended,axon_partially_extended
39,5,7,7181,864691135362148423,1,3,709.312,737.6,879.64,48.84930296329724,60.352,77.6441775280027,94.34323,94.34323,0.290015,0.0387574,0.669412,0.749423,0.8932365,0.5204579,0.09056167,-0.15959698,-0.018949151,[177328 184400  21991],inhibitory_neuron,PTC,True,True,dendrite_extended,axon_partially_extended
40,5,7,7193,864691135504184757,1,3,705.472,755.456,870.64,48.888837171689815,42.496,64.77675830110674,156.78746,336.78745,0.169234,0.216753,0.463068,0.708607,0.6534906,0.31813842,0.5112519,-0.15338123,-0.012814164,[176368 188864  21766],inhibitory_neuron,DTC,True,True,dendrite_extended,axon_partially_extended
41,5,7,8499,864691135578670597,1,0,755.456,874.624,861.32,6.038219605148524,-76.672,76.90939916551163,103.57988,103.57988,0.125354,0.122751,0.0642973,0.408704,0.15731996,0.24557333,0.3395652,-0.19073617,-0.14456713,[188864 218656  21533],excitatory_neuron,L6short-a,True,True,dendrite_extended,axon_partially_extended
42,5,7,8503,864691135271696549,2,5,761.28,886.272,912.68,57.16699523326374,-88.32,105.20688068752916,112.51902,292.519,0.020611,0.131703,0.312636,0.418311,0.747377,0.01732688,0.4111589,-0.0949316,-0.030676246,[190320 221568  22817],excitatory_neuron,L6short-a,True,True,dendrite_extended,axon_partially_extended
43,6,2,4553,864691135741702548,2,2,762.368,599.04,885.32,30.809046982988615,198.912,201.2838322369683,106.963776,106.963776,0.491126,0.0185747,0.484476,0.176664,2.7423584,0.7751829,0.030438296,-0.10142583,0.107838154,[190592 149760  22133],excitatory_neuron,L3b,True,True,dendrite_clean,axon_partially_extended
44,6,2,4583,864691135368813817,1,0,701.12,607.616,799.24,76.53332074332069,190.336,205.14663555613095,110.98349,290.9835,0.176301,0.103446,0.304521,0.226533,1.3442677,0.33204654,0.34993565,-0.14450258,-0.048996627,[175280 151904  19981],excitatory_neuron,L4b,True,True,dendrite_extended,axon_partially_extended
45,6,2,4590,864691136424428079,2,4,733.44,600.32,881.88,31.765501790464448,197.632,200.16856528436227,87.326065,267.32605,0.295236,0.0785026,0.509991,0.485082,1.0513501,0.5321879,0.1342157,-0.10728204,-0.028194845,[183360 150080  22047],excitatory_neuron,L4b,True,True,dendrite_clean,axon_partially_extended
46,6,2,5042,864691135809280541,1,1,709.824,594.368,903.88,63.754349059495546,203.584,213.33321841663573,125.94055,305.94055,0.0751633,0.0982321,0.263486,0.38705,0.6807544,0.23802358,0.023521971,-0.13818371,-0.047352314,[177456 148592  22597],excitatory_neuron,L3b,True,True,dendrite_clean,axon_partially_extended
47,6,2,5053,864691134990291066,1,2,701.248,594.176,843.28,52.566650416399945,203.776,210.44693134374756,172.21106,172.21106,0.118919,0.244445,0.442966,0.801869,0.5524169,0.2211964,0.58388686,-0.10440469,0.036185026,[175312 148544  21082],excitatory_neuron,L3b,True,True,dendrite_clean,axon_partially_extended
48,6,2,5098,864691136085904236,1,0,719.872,605.312,758.12,103.30593787387055,192.64,218.59159727674802,91.84284,91.84284,0.46337,0.0626216,0.528049,0.631927,0.83561707,0.7212242,0.112035654,-0.08407229,0.0062628984,[179968 151328  18953],excitatory_neuron,L4b,True,True,dendrite_extended,axon_partially_extended
49,6,2,6926,864691135927509716,3,1,771.136,728.256,843.48,22.840594037809087,69.696,73.34320113002977,95.82532,275.82532,0.482238,0.155876,0.680256,0.638143,1.0659931,0.75745654,0.35563675,-0.11903393,-0.052687645,[192784 182064  21087],inhibitory_neuron,PTC,True,True,dendrite_extended,axon_partially_extended
50,6,2,6966,864691136452609023,2,5,676.992,742.72,831.16,79.2719773942848,55.232,96.61583837032104,90.49051,270.4905,0.140495,0.255226,0.531057,0.819687,0.6478778,0.27684173,0.6047624,-0.107810855,-0.049878955,[169248 185680  20779],excitatory_neuron,L5b,True,True,dendrite_extended,axon_partially_extended
51,6,2,6967,864691135014966262,3,3,703.104,736.0,871.64,51.44697993079866,61.952,80.52851698622048,126.376,306.376,0.244408,0.124186,0.295913,0.738191,0.40086237,0.4739278,0.27071851,-0.09649938,0.059054017,[175776 184000  21791],excitatory_neuron,L5b,True,True,dendrite_extended,axon_partially_extended
52,6,2,7297,864691135340055782,1,1,718.72,736.448,889.72,47.342213551966495,61.504,77.61460687267571,88.12878,268.12878,0.431467,0.0353729,0.4265,0.658279,0.6479016,0.7497746,0.010856212,-0.12924743,0.007699251,[179680 184112  22243],excitatory_neuron,L4c,True,True,dendrite_extended,axon_partially_extended
53,6,2,8456,864691135499283987,2,3,731.84,870.208,921.96,68.79914464584571,-72.256,99.77099698810271,86.89249,86.89249,0.227349,0.0341812,0.104082,0.783019,0.13292398,0.4240131,0.033812772,-0.14984322,0.009807467,[182960 217552  23049],excitatory_neuron,L6short-a,True,True,dendrite_extended,axon_partially_extended
54,6,4,4350,864691135417443514,1,2,722.624,601.28,742.12,117.88825651437891,196.672,229.29787746073885,18.562534,198.56253,0.0406642,0.0988071,0.535095,0.692243,0.77298725,0.009593607,0.32500365,-0.16405648,-0.10086787,[180656 150320  18553],excitatory_neuron,L4b,True,True,dendrite_extended,axon_partially_extended
55,6,4,4393,864691135990134784,1,1,710.208,588.48,887.0,52.04645863072722,209.472,215.84103557942825,68.853905,248.85391,0.145188,0.0639591,0.0915759,0.580696,0.15770024,0.279742,0.2079992,-0.16513371,-0.0057924986,[177552 147120  22175],excitatory_neuron,L3b,True,True,dendrite_clean,axon_partially_extended
56,6,4,4394,864691135417313722,1,3,702.464,577.984,875.24,53.234143028699165,219.968,226.31790695391294,98.340034,278.34003,0.142273,0.104601,0.630603,0.819481,0.7695151,0.3822706,0.38098744,-0.20089561,-0.072986424,[175616 144496  21881],excitatory_neuron,L3b,True,True,dendrite_clean,axon_partially_extended
57,6,4,4600,864691135387988609,1,2,675.136,590.592,860.96,77.20042445479169,207.36,221.26471733197772,142.82849,322.8285,0.312702,0.126124,0.420889,0.799817,0.52623165,0.55156505,0.3247263,-0.22989154,-0.063871145,[168784 147648  21524],excitatory_neuron,L3b,True,True,dendrite_clean,axon_partially_extended
58,6,4,4648,864691135619317391,2,0,858.432,584.832,753.76,147.61127328222597,213.12,259.247415416239,0.60661024,180.60661,0.220626,0.118134,0.452889,0.607528,0.74546194,0.43237177,0.034620527,-0.13098639,-0.015418947,[214608 146208  18844],excitatory_neuron,L4b,True,True,dendrite_extended,axon_partially_extended
59,6,4,4792,864691136298266395,2,0,581.888,604.608,749.8,200.83059033922098,193.344,278.7737942346805,131.41188,131.41188,0.152454,0.105955,0.196823,0.708702,0.27772322,0.33422446,0.32953238,-0.22436458,-0.13362521,[145472 151152  18745],excitatory_neuron,L3b,True,True,dendrite_extended,axon_partially_extended
60,6,4,6882,864691135356753871,1,6,724.928,725.248,875.0,33.09476236506315,72.704,79.88200618412134,103.75964,283.75964,0.232142,0.0865756,0.869982,0.959309,0.906884,0.42397562,0.29056787,-0.19143456,-0.04286343,[181232 181312  21875],excitatory_neuron,L4c,True,True,dendrite_extended,axon_fully_extended
61,6,4,6884,864691135938404612,1,0,735.68,729.728,898.48,45.35265972354874,68.224,81.92299994507037,93.83429,273.8343,0.283647,0.044148,0.479555,0.738443,0.6494137,0.5358549,0.053495765,-0.16918606,-0.06304538,[183920 182432  22462],inhibitory_neuron,ITC,True,True,dendrite_extended,axon_partially_extended
62,6,4,6930,864691136314250813,1,0,685.504,715.52,947.92,113.36891877406259,82.432,140.1697056000333,127.581085,127.581085,0.170353,0.0627068,0.382093,0.700585,0.5453914,0.33635154,0.09803429,-0.21921569,0.019122124,[171376 178880  23698],inhibitory_neuron,ITC,True,True,dendrite_extended,axon_partially_extended
63,6,4,7480,864691135646493679,1,4,738.176,727.168,893.44,39.752839596687934,70.784,81.18289790343778,96.56115,96.56115,0.438868,0.0356379,0.681983,0.915858,0.7446384,0.6973656,0.059252318,-0.21346426,0.017502666,[184544 181792  22336],inhibitory_neuron,DTC,True,True,dendrite_extended,axon_fully_extended
64,6,4,8804,864691135750642473,3,4,779.456,864.512,888.2,42.00913348308913,-66.56,78.70832799647062,53.813763,233.81377,0.111982,0.25326,0.443005,0.698401,0.6343132,0.21819426,0.6195214,-0.15870202,-0.014336526,[194864 216128  22205],excitatory_neuron,L6short-a,True,True,dendrite_extended,axon_partially_extended
65,6,6,4105,864691135157198692,1,0,686.208,576.448,874.96,68.58809412718799,221.504,231.8800307745365,155.82603,335.82602,0.285053,0.101262,0.773616,0.806089,0.95971537,0.5253187,0.25979596,-0.20134711,0.044330597,[171552 144112  21874],excitatory_neuron,L4b,True,True,dendrite_clean,axon_partially_extended
66,6,6,6623,864691135646017007,1,5,758.208,713.728,822.64,34.13432665221331,84.224,90.87812955821659,134.98714,134.98714,0.109387,0.150861,0.200749,0.592736,0.33868197,0.20749001,0.40703577,-0.14128548,-0.026387274,[189552 178432  20566],excitatory_neuron,L4c,True,True,dendrite_extended,axon_partially_extended
